#1	
double tab1(35040,2) # comment line	
7584300	5.39E-05
7585200	5.11E-05
7586100	4.25E-05
7587000	3.68E-05
7587900	3.39E-05
7588800	3.11E-05
7589700	2.82E-05
7590600	2.54E-05
7591500	2.25E-05
7592400	1.97E-05
7593300	1.68E-05
7594200	1.40E-05
7595100	1.11E-05
7596000	8.20E-06
7596900	5.40E-06
7597800	2.50E-06
7598700	0.00E+00
7599600	0.00E+00
7600500	0.00E+00
7601400	0.00E+00
7602300	0.00E+00
7603200	0.00E+00
7604100	0.00E+00
7605000	0.00E+00
7605900	0.00E+00
7606800	0.00E+00
7607700	0.00E+00
7608600	0.00E+00
7609500	0.00E+00
7610400	0.00E+00
7611300	0.00E+00
7612200	0.00E+00
7613100	0.00E+00
7614000	0.00E+00
7614900	0.00E+00
7615800	0.00E+00
7616700	0.00E+00
7617600	0.00E+00
7618500	0.00E+00
7619400	0.00E+00
7620300	0.00E+00
7621200	0.00E+00
7622100	0.00E+00
7623000	0.00E+00
7623900	0.00E+00
7624800	0.00E+00
7625700	0.00E+00
7626600	0.00E+00
7627500	0.00E+00
7628400	0.00E+00
7629300	0.00E+00
7630200	0.00E+00
7631100	0.00E+00
7632000	0.00E+00
7632900	0.00E+00
7633800	0.00E+00
7634700	0.00E+00
7635600	0.00E+00
7636500	0.00E+00
7637400	0.00E+00
7638300	0.00E+00
7639200	0.00E+00
7640100	0.00E+00
7641000	0.00E+00
7641900	0.00E+00
7642800	0.00E+00
7643700	0.00E+00
7644600	0.00E+00
7645500	0.00E+00
7646400	0.00E+00
7647300	2.50E-06
7648200	5.40E-06
7649100	6.80E-06
7650000	6.80E-06
7650900	6.80E-06
7651800	6.80E-06
7652700	6.80E-06
7653600	6.80E-06
7654500	6.80E-06
7655400	6.80E-06
7656300	6.80E-06
7657200	6.80E-06
7658100	5.40E-06
7659000	2.50E-06
7659900	0.00E+00
7660800	0.00E+00
7661700	0.00E+00
7662600	0.00E+00
7663500	0.00E+00
7664400	2.50E-06
7665300	5.68E-05
7666200	5.82E-05
7667100	5.82E-05
7668000	5.82E-05
7668900	5.82E-05
7669800	5.68E-05
7670700	5.39E-05
7671600	5.11E-05
7672500	4.25E-05
7673400	3.68E-05
7674300	3.39E-05
7675200	3.11E-05
7676100	2.82E-05
7677000	2.54E-05
7677900	2.25E-05
7678800	1.97E-05
7679700	1.68E-05
7680600	1.40E-05
7681500	1.11E-05
7682400	8.20E-06
7683300	5.40E-06
7684200	2.50E-06
7685100	0.00E+00
7686000	0.00E+00
7686900	0.00E+00
7687800	0.00E+00
7688700	0.00E+00
7689600	0.00E+00
7690500	0.00E+00
7691400	0.00E+00
7692300	0.00E+00
7693200	0.00E+00
7694100	0.00E+00
7695000	0.00E+00
7695900	0.00E+00
7696800	0.00E+00
7697700	0.00E+00
7698600	0.00E+00
7699500	0.00E+00
7700400	0.00E+00
7701300	0.00E+00
7702200	0.00E+00
7703100	0.00E+00
7704000	0.00E+00
7704900	0.00E+00
7705800	0.00E+00
7706700	0.00E+00
7707600	0.00E+00
7708500	0.00E+00
7709400	0.00E+00
7710300	0.00E+00
7711200	0.00E+00
7712100	0.00E+00
7713000	0.00E+00
7713900	0.00E+00
7714800	0.00E+00
7715700	0.00E+00
7716600	0.00E+00
7717500	0.00E+00
7718400	0.00E+00
7719300	0.00E+00
7720200	0.00E+00
7721100	0.00E+00
7722000	0.00E+00
7722900	0.00E+00
7723800	0.00E+00
7724700	0.00E+00
7725600	0.00E+00
7726500	0.00E+00
7727400	0.00E+00
7728300	0.00E+00
7729200	0.00E+00
7730100	0.00E+00
7731000	0.00E+00
7731900	0.00E+00
7732800	0.00E+00
7733700	2.50E-06
7734600	5.40E-06
7735500	6.80E-06
7736400	6.80E-06
7737300	6.80E-06
7738200	6.80E-06
7739100	6.80E-06
7740000	6.80E-06
7740900	6.80E-06
7741800	6.80E-06
7742700	6.80E-06
7743600	6.80E-06
7744500	5.40E-06
7745400	2.50E-06
7746300	0.00E+00
7747200	0.00E+00
7748100	0.00E+00
7749000	0.00E+00
7749900	0.00E+00
7750800	2.50E-06
7751700	5.68E-05
7752600	5.82E-05
7753500	5.82E-05
7754400	5.82E-05
7755300	5.82E-05
7756200	5.68E-05
7757100	5.39E-05
7758000	5.11E-05
7758900	4.25E-05
7759800	3.68E-05
7760700	3.39E-05
7761600	3.11E-05
7762500	2.82E-05
7763400	2.54E-05
7764300	2.25E-05
7765200	1.97E-05
7766100	1.68E-05
7767000	1.40E-05
7767900	1.11E-05
7768800	8.20E-06
7769700	5.40E-06
7770600	2.50E-06
7771500	0.00E+00
7772400	0.00E+00
7773300	0.00E+00
7774200	0.00E+00
7775100	0.00E+00
7776000	0.00E+00
7776900	0.00E+00
7777800	0.00E+00
7778700	0.00E+00
7779600	0.00E+00
7780500	0.00E+00
7781400	0.00E+00
7782300	0.00E+00
7783200	0.00E+00
7784100	0.00E+00
7785000	0.00E+00
7785900	0.00E+00
7786800	0.00E+00
7787700	0.00E+00
7788600	0.00E+00
7789500	0.00E+00
7790400	0.00E+00
7791300	0.00E+00
7792200	0.00E+00
7793100	0.00E+00
7794000	0.00E+00
7794900	0.00E+00
7795800	0.00E+00
7796700	0.00E+00
7797600	0.00E+00
7798500	0.00E+00
7799400	0.00E+00
7800300	0.00E+00
7801200	0.00E+00
7802100	0.00E+00
7803000	0.00E+00
7803900	0.00E+00
7804800	0.00E+00
7805700	0.00E+00
7806600	0.00E+00
7807500	0.00E+00
7808400	0.00E+00
7809300	0.00E+00
7810200	0.00E+00
7811100	0.00E+00
7812000	0.00E+00
7812900	0.00E+00
7813800	0.00E+00
7814700	0.00E+00
7815600	0.00E+00
7816500	0.00E+00
7817400	0.00E+00
7818300	0.00E+00
7819200	0.00E+00
7820100	2.50E-06
7821000	5.40E-06
7821900	6.80E-06
7822800	6.80E-06
7823700	6.80E-06
7824600	6.80E-06
7825500	6.80E-06
7826400	6.80E-06
7827300	6.80E-06
7828200	6.80E-06
7829100	6.80E-06
7830000	6.80E-06
7830900	5.40E-06
7831800	2.50E-06
7832700	0.00E+00
7833600	0.00E+00
7834500	0.00E+00
7835400	0.00E+00
7836300	0.00E+00
7837200	2.50E-06
7838100	5.68E-05
7839000	5.82E-05
7839900	5.82E-05
7840800	5.82E-05
7841700	5.82E-05
7842600	5.68E-05
7843500	5.39E-05
7844400	5.11E-05
7845300	4.25E-05
7846200	3.68E-05
7847100	3.39E-05
7848000	3.11E-05
7848900	2.82E-05
7849800	2.54E-05
7850700	2.25E-05
7851600	1.97E-05
7852500	1.68E-05
7853400	1.40E-05
7854300	1.11E-05
7855200	8.20E-06
7856100	5.40E-06
7857000	2.50E-06
7857900	0.00E+00
7858800	0.00E+00
7859700	0.00E+00
7860600	0.00E+00
7861500	0.00E+00
7862400	0.00E+00
7863300	0.00E+00
7864200	0.00E+00
7865100	0.00E+00
7866000	0.00E+00
7866900	0.00E+00
7867800	0.00E+00
7868700	0.00E+00
7869600	0.00E+00
7870500	0.00E+00
7871400	0.00E+00
7872300	0.00E+00
7873200	0.00E+00
7874100	0.00E+00
7875000	0.00E+00
7875900	0.00E+00
7876800	0.00E+00
7877700	0.00E+00
7878600	0.00E+00
7879500	0.00E+00
7880400	0.00E+00
7881300	0.00E+00
7882200	0.00E+00
7883100	0.00E+00
7884000	0.00E+00
7884900	0.00E+00
7885800	0.00E+00
7886700	0.00E+00
7887600	0.00E+00
7888500	0.00E+00
7889400	0.00E+00
7890300	0.00E+00
7891200	0.00E+00
7892100	0.00E+00
7893000	0.00E+00
7893900	0.00E+00
7894800	0.00E+00
7895700	0.00E+00
7896600	0.00E+00
7897500	0.00E+00
7898400	0.00E+00
7899300	0.00E+00
7900200	0.00E+00
7901100	0.00E+00
7902000	0.00E+00
7902900	0.00E+00
7903800	0.00E+00
7904700	0.00E+00
7905600	0.00E+00
7906500	2.50E-06
7907400	5.40E-06
7908300	6.80E-06
7909200	6.80E-06
7910100	6.80E-06
7911000	6.80E-06
7911900	6.80E-06
7912800	6.80E-06
7913700	6.80E-06
7914600	6.80E-06
7915500	6.80E-06
7916400	6.80E-06
7917300	5.40E-06
7918200	2.50E-06
7919100	0.00E+00
7920000	0.00E+00
7920900	0.00E+00
7921800	0.00E+00
7922700	0.00E+00
7923600	2.50E-06
7924500	5.68E-05
7925400	5.82E-05
7926300	5.82E-05
7927200	5.82E-05
7928100	5.82E-05
7929000	5.68E-05
7929900	5.39E-05
7930800	5.11E-05
7931700	4.25E-05
7932600	3.68E-05
7933500	3.39E-05
7934400	3.11E-05
7935300	2.82E-05
7936200	2.54E-05
7937100	2.25E-05
7938000	1.97E-05
7938900	1.68E-05
7939800	1.40E-05
7940700	1.11E-05
7941600	8.20E-06
7942500	5.40E-06
7943400	2.50E-06
7944300	0.00E+00
7945200	0.00E+00
7946100	0.00E+00
7947000	0.00E+00
7947900	0.00E+00
7948800	0.00E+00
7949700	0.00E+00
7950600	0.00E+00
7951500	0.00E+00
7952400	0.00E+00
7953300	0.00E+00
7954200	0.00E+00
7955100	0.00E+00
7956000	0.00E+00
7956900	0.00E+00
7957800	0.00E+00
7958700	0.00E+00
7959600	0.00E+00
7960500	0.00E+00
7961400	0.00E+00
7962300	0.00E+00
7963200	0.00E+00
7964100	0.00E+00
7965000	0.00E+00
7965900	0.00E+00
7966800	0.00E+00
7967700	0.00E+00
7968600	0.00E+00
7969500	0.00E+00
7970400	0.00E+00
7971300	0.00E+00
7972200	0.00E+00
7973100	0.00E+00
7974000	0.00E+00
7974900	0.00E+00
7975800	0.00E+00
7976700	0.00E+00
7977600	0.00E+00
7978500	0.00E+00
7979400	0.00E+00
7980300	0.00E+00
7981200	0.00E+00
7982100	0.00E+00
7983000	0.00E+00
7983900	0.00E+00
7984800	0.00E+00
7985700	0.00E+00
7986600	0.00E+00
7987500	0.00E+00
7988400	0.00E+00
7989300	0.00E+00
7990200	0.00E+00
7991100	0.00E+00
7992000	0.00E+00
7992900	2.50E-06
7993800	5.40E-06
7994700	6.80E-06
7995600	6.80E-06
7996500	6.80E-06
7997400	6.80E-06
7998300	6.80E-06
7999200	6.80E-06
8000100	6.80E-06
8001000	6.80E-06
8001900	6.80E-06
8002800	6.80E-06
8003700	5.40E-06
8004600	2.50E-06
8005500	0.00E+00
8006400	0.00E+00
8007300	0.00E+00
8008200	0.00E+00
8009100	0.00E+00
8010000	2.50E-06
8010900	5.68E-05
8011800	5.82E-05
8012700	5.82E-05
8013600	5.82E-05
8014500	5.82E-05
8015400	5.68E-05
8016300	5.39E-05
8017200	5.11E-05
8018100	4.25E-05
8019000	3.68E-05
8019900	3.39E-05
8020800	3.11E-05
8021700	2.82E-05
8022600	2.54E-05
8023500	2.25E-05
8024400	1.97E-05
8025300	1.68E-05
8026200	1.40E-05
8027100	1.11E-05
8028000	8.20E-06
8028900	5.40E-06
8029800	2.50E-06
8030700	0.00E+00
8031600	0.00E+00
8032500	0.00E+00
8033400	0.00E+00
8034300	0.00E+00
8035200	0.00E+00
8036100	0.00E+00
8037000	0.00E+00
8037900	0.00E+00
8038800	0.00E+00
8039700	0.00E+00
8040600	0.00E+00
8041500	0.00E+00
8042400	0.00E+00
8043300	0.00E+00
8044200	0.00E+00
8045100	0.00E+00
8046000	0.00E+00
8046900	0.00E+00
8047800	0.00E+00
8048700	0.00E+00
8049600	0.00E+00
8050500	0.00E+00
8051400	0.00E+00
8052300	0.00E+00
8053200	0.00E+00
8054100	0.00E+00
8055000	0.00E+00
8055900	0.00E+00
8056800	0.00E+00
8057700	0.00E+00
8058600	0.00E+00
8059500	0.00E+00
8060400	0.00E+00
8061300	0.00E+00
8062200	0.00E+00
8063100	0.00E+00
8064000	0.00E+00
8064900	0.00E+00
8065800	0.00E+00
8066700	0.00E+00
8067600	0.00E+00
8068500	0.00E+00
8069400	0.00E+00
8070300	0.00E+00
8071200	0.00E+00
8072100	0.00E+00
8073000	0.00E+00
8073900	0.00E+00
8074800	0.00E+00
8075700	0.00E+00
8076600	0.00E+00
8077500	0.00E+00
8078400	0.00E+00
8079300	2.50E-06
8080200	5.40E-06
8081100	6.80E-06
8082000	6.80E-06
8082900	6.80E-06
8083800	6.80E-06
8084700	6.80E-06
8085600	6.80E-06
8086500	6.80E-06
8087400	6.80E-06
8088300	6.80E-06
8089200	6.80E-06
8090100	5.40E-06
8091000	2.50E-06
8091900	0.00E+00
8092800	0.00E+00
8093700	0.00E+00
8094600	0.00E+00
8095500	0.00E+00
8096400	2.50E-06
8097300	5.68E-05
8098200	5.82E-05
8099100	5.82E-05
8100000	5.82E-05
8100900	5.82E-05
8101800	5.68E-05
8102700	5.39E-05
8103600	5.11E-05
8104500	4.25E-05
8105400	3.68E-05
8106300	3.39E-05
8107200	3.11E-05
8108100	2.82E-05
8109000	2.54E-05
8109900	2.25E-05
8110800	1.97E-05
8111700	1.68E-05
8112600	1.40E-05
8113500	1.11E-05
8114400	8.20E-06
8115300	5.40E-06
8116200	2.50E-06
8117100	0.00E+00
8118000	0.00E+00
8118900	0.00E+00
8119800	0.00E+00
8120700	0.00E+00
8121600	0.00E+00
8122500	0.00E+00
8123400	0.00E+00
8124300	0.00E+00
8125200	0.00E+00
8126100	0.00E+00
8127000	0.00E+00
8127900	0.00E+00
8128800	0.00E+00
8129700	0.00E+00
8130600	0.00E+00
8131500	0.00E+00
8132400	0.00E+00
8133300	0.00E+00
8134200	0.00E+00
8135100	0.00E+00
8136000	0.00E+00
8136900	0.00E+00
8137800	0.00E+00
8138700	0.00E+00
8139600	0.00E+00
8140500	0.00E+00
8141400	0.00E+00
8142300	0.00E+00
8143200	0.00E+00
8144100	0.00E+00
8145000	0.00E+00
8145900	0.00E+00
8146800	0.00E+00
8147700	0.00E+00
8148600	0.00E+00
8149500	0.00E+00
8150400	0.00E+00
8151300	0.00E+00
8152200	0.00E+00
8153100	0.00E+00
8154000	0.00E+00
8154900	0.00E+00
8155800	0.00E+00
8156700	0.00E+00
8157600	0.00E+00
8158500	0.00E+00
8159400	0.00E+00
8160300	0.00E+00
8161200	0.00E+00
8162100	0.00E+00
8163000	0.00E+00
8163900	0.00E+00
8164800	0.00E+00
8165700	2.50E-06
8166600	5.40E-06
8167500	6.80E-06
8168400	6.80E-06
8169300	6.80E-06
8170200	6.80E-06
8171100	6.80E-06
8172000	6.80E-06
8172900	6.80E-06
8173800	6.80E-06
8174700	6.80E-06
8175600	6.80E-06
8176500	5.40E-06
8177400	2.50E-06
8178300	0.00E+00
8179200	0.00E+00
8180100	0.00E+00
8181000	0.00E+00
8181900	0.00E+00
8182800	2.50E-06
8183700	5.68E-05
8184600	5.82E-05
8185500	5.82E-05
8186400	5.82E-05
8187300	5.82E-05
8188200	5.68E-05
8189100	5.39E-05
8190000	5.11E-05
8190900	4.25E-05
8191800	3.68E-05
8192700	3.39E-05
8193600	3.11E-05
8194500	2.82E-05
8195400	2.54E-05
8196300	2.25E-05
8197200	1.97E-05
8198100	1.68E-05
8199000	1.40E-05
8199900	1.11E-05
8200800	8.20E-06
8201700	5.40E-06
8202600	2.50E-06
8203500	0.00E+00
8204400	0.00E+00
8205300	0.00E+00
8206200	0.00E+00
8207100	0.00E+00
8208000	0.00E+00
8208900	0.00E+00
8209800	0.00E+00
8210700	0.00E+00
8211600	0.00E+00
8212500	0.00E+00
8213400	0.00E+00
8214300	0.00E+00
8215200	0.00E+00
8216100	0.00E+00
8217000	0.00E+00
8217900	0.00E+00
8218800	0.00E+00
8219700	0.00E+00
8220600	0.00E+00
8221500	0.00E+00
8222400	0.00E+00
8223300	0.00E+00
8224200	0.00E+00
8225100	0.00E+00
8226000	0.00E+00
8226900	0.00E+00
8227800	0.00E+00
8228700	0.00E+00
8229600	0.00E+00
8230500	0.00E+00
8231400	0.00E+00
8232300	0.00E+00
8233200	0.00E+00
8234100	0.00E+00
8235000	0.00E+00
8235900	0.00E+00
8236800	0.00E+00
8237700	0.00E+00
8238600	0.00E+00
8239500	0.00E+00
8240400	0.00E+00
8241300	0.00E+00
8242200	0.00E+00
8243100	0.00E+00
8244000	0.00E+00
8244900	0.00E+00
8245800	0.00E+00
8246700	0.00E+00
8247600	0.00E+00
8248500	0.00E+00
8249400	0.00E+00
8250300	0.00E+00
8251200	0.00E+00
8252100	2.50E-06
8253000	5.40E-06
8253900	6.80E-06
8254800	6.80E-06
8255700	6.80E-06
8256600	6.80E-06
8257500	6.80E-06
8258400	6.80E-06
8259300	6.80E-06
8260200	6.80E-06
8261100	6.80E-06
8262000	6.80E-06
8262900	5.40E-06
8263800	2.50E-06
8264700	0.00E+00
8265600	0.00E+00
8266500	0.00E+00
8267400	0.00E+00
8268300	0.00E+00
8269200	2.50E-06
8270100	5.68E-05
8271000	5.82E-05
8271900	5.82E-05
8272800	5.82E-05
8273700	5.82E-05
8274600	5.68E-05
8275500	5.39E-05
8276400	5.11E-05
8277300	4.25E-05
8278200	3.68E-05
8279100	3.39E-05
8280000	3.11E-05
8280900	2.82E-05
8281800	2.54E-05
8282700	2.25E-05
8283600	1.97E-05
8284500	1.68E-05
8285400	1.40E-05
8286300	1.11E-05
8287200	8.20E-06
8288100	5.40E-06
8289000	2.50E-06
8289900	0.00E+00
8290800	0.00E+00
8291700	0.00E+00
8292600	0.00E+00
8293500	0.00E+00
8294400	0.00E+00
8295300	0.00E+00
8296200	0.00E+00
8297100	0.00E+00
8298000	0.00E+00
8298900	0.00E+00
8299800	0.00E+00
8300700	0.00E+00
8301600	0.00E+00
8302500	0.00E+00
8303400	0.00E+00
8304300	0.00E+00
8305200	0.00E+00
8306100	0.00E+00
8307000	0.00E+00
8307900	0.00E+00
8308800	0.00E+00
8309700	0.00E+00
8310600	0.00E+00
8311500	0.00E+00
8312400	0.00E+00
8313300	0.00E+00
8314200	0.00E+00
8315100	0.00E+00
8316000	0.00E+00
8316900	0.00E+00
8317800	0.00E+00
8318700	0.00E+00
8319600	0.00E+00
8320500	0.00E+00
8321400	0.00E+00
8322300	0.00E+00
8323200	0.00E+00
8324100	0.00E+00
8325000	0.00E+00
8325900	0.00E+00
8326800	0.00E+00
8327700	0.00E+00
8328600	0.00E+00
8329500	0.00E+00
8330400	0.00E+00
8331300	0.00E+00
8332200	0.00E+00
8333100	0.00E+00
8334000	0.00E+00
8334900	0.00E+00
8335800	0.00E+00
8336700	0.00E+00
8337600	0.00E+00
8338500	2.50E-06
8339400	5.40E-06
8340300	6.80E-06
8341200	6.80E-06
8342100	6.80E-06
8343000	6.80E-06
8343900	6.80E-06
8344800	6.80E-06
8345700	6.80E-06
8346600	6.80E-06
8347500	6.80E-06
8348400	6.80E-06
8349300	5.40E-06
8350200	2.50E-06
8351100	0.00E+00
8352000	0.00E+00
8352900	0.00E+00
8353800	0.00E+00
8354700	0.00E+00
8355600	2.50E-06
8356500	5.68E-05
8357400	5.82E-05
8358300	5.82E-05
8359200	5.82E-05
8360100	5.82E-05
8361000	5.68E-05
8361900	5.39E-05
8362800	5.11E-05
8363700	4.25E-05
8364600	3.68E-05
8365500	3.39E-05
8366400	3.11E-05
8367300	2.82E-05
8368200	2.54E-05
8369100	2.25E-05
8370000	1.97E-05
8370900	1.68E-05
8371800	1.40E-05
8372700	1.11E-05
8373600	8.20E-06
8374500	5.40E-06
8375400	2.50E-06
8376300	0.00E+00
8377200	0.00E+00
8378100	0.00E+00
8379000	0.00E+00
8379900	0.00E+00
8380800	0.00E+00
8381700	0.00E+00
8382600	0.00E+00
8383500	0.00E+00
8384400	0.00E+00
8385300	0.00E+00
8386200	0.00E+00
8387100	0.00E+00
8388000	0.00E+00
8388900	0.00E+00
8389800	0.00E+00
8390700	0.00E+00
8391600	0.00E+00
8392500	0.00E+00
8393400	0.00E+00
8394300	0.00E+00
8395200	0.00E+00
8396100	0.00E+00
8397000	0.00E+00
8397900	0.00E+00
8398800	0.00E+00
8399700	0.00E+00
8400600	0.00E+00
8401500	0.00E+00
8402400	0.00E+00
8403300	0.00E+00
8404200	0.00E+00
8405100	0.00E+00
8406000	0.00E+00
8406900	0.00E+00
8407800	0.00E+00
8408700	0.00E+00
8409600	0.00E+00
8410500	0.00E+00
8411400	0.00E+00
8412300	0.00E+00
8413200	0.00E+00
8414100	0.00E+00
8415000	0.00E+00
8415900	0.00E+00
8416800	0.00E+00
8417700	0.00E+00
8418600	0.00E+00
8419500	0.00E+00
8420400	0.00E+00
8421300	0.00E+00
8422200	0.00E+00
8423100	0.00E+00
8424000	0.00E+00
8424900	2.50E-06
8425800	5.40E-06
8426700	6.80E-06
8427600	6.80E-06
8428500	6.80E-06
8429400	6.80E-06
8430300	6.80E-06
8431200	6.80E-06
8432100	6.80E-06
8433000	6.80E-06
8433900	6.80E-06
8434800	6.80E-06
8435700	5.40E-06
8436600	2.50E-06
8437500	0.00E+00
8438400	0.00E+00
8439300	0.00E+00
8440200	0.00E+00
8441100	0.00E+00
8442000	2.50E-06
8442900	5.68E-05
8443800	5.82E-05
8444700	5.82E-05
8445600	5.82E-05
8446500	5.82E-05
8447400	5.68E-05
8448300	5.39E-05
8449200	5.11E-05
8450100	4.25E-05
8451000	3.68E-05
8451900	3.39E-05
8452800	3.11E-05
8453700	2.82E-05
8454600	2.54E-05
8455500	2.25E-05
8456400	1.97E-05
8457300	1.68E-05
8458200	1.40E-05
8459100	1.11E-05
8460000	8.20E-06
8460900	5.40E-06
8461800	2.50E-06
8462700	0.00E+00
8463600	0.00E+00
8464500	0.00E+00
8465400	0.00E+00
8466300	0.00E+00
8467200	0.00E+00
8468100	0.00E+00
8469000	0.00E+00
8469900	0.00E+00
8470800	0.00E+00
8471700	0.00E+00
8472600	0.00E+00
8473500	0.00E+00
8474400	0.00E+00
8475300	0.00E+00
8476200	0.00E+00
8477100	0.00E+00
8478000	0.00E+00
8478900	0.00E+00
8479800	0.00E+00
8480700	0.00E+00
8481600	0.00E+00
8482500	0.00E+00
8483400	0.00E+00
8484300	0.00E+00
8485200	0.00E+00
8486100	0.00E+00
8487000	0.00E+00
8487900	0.00E+00
8488800	0.00E+00
8489700	0.00E+00
8490600	0.00E+00
8491500	0.00E+00
8492400	0.00E+00
8493300	0.00E+00
8494200	0.00E+00
8495100	0.00E+00
8496000	0.00E+00
8496900	0.00E+00
8497800	0.00E+00
8498700	0.00E+00
8499600	0.00E+00
8500500	0.00E+00
8501400	0.00E+00
8502300	0.00E+00
8503200	0.00E+00
8504100	0.00E+00
8505000	0.00E+00
8505900	0.00E+00
8506800	0.00E+00
8507700	0.00E+00
8508600	0.00E+00
8509500	0.00E+00
8510400	0.00E+00
8511300	2.50E-06
8512200	5.40E-06
8513100	6.80E-06
8514000	6.80E-06
8514900	6.80E-06
8515800	6.80E-06
8516700	6.80E-06
8517600	6.80E-06
8518500	6.80E-06
8519400	6.80E-06
8520300	6.80E-06
8521200	6.80E-06
8522100	5.40E-06
8523000	2.50E-06
8523900	0.00E+00
8524800	0.00E+00
8525700	0.00E+00
8526600	0.00E+00
8527500	0.00E+00
8528400	2.50E-06
8529300	5.68E-05
8530200	5.82E-05
8531100	5.82E-05
8532000	5.82E-05
8532900	5.82E-05
8533800	5.68E-05
8534700	5.39E-05
8535600	5.11E-05
8536500	4.25E-05
8537400	3.68E-05
8538300	3.39E-05
8539200	3.11E-05
8540100	2.82E-05
8541000	2.54E-05
8541900	2.25E-05
8542800	1.97E-05
8543700	1.68E-05
8544600	1.40E-05
8545500	1.11E-05
8546400	8.20E-06
8547300	5.40E-06
8548200	2.50E-06
8549100	0.00E+00
8550000	0.00E+00
8550900	0.00E+00
8551800	0.00E+00
8552700	0.00E+00
8553600	0.00E+00
8554500	0.00E+00
8555400	0.00E+00
8556300	0.00E+00
8557200	0.00E+00
8558100	0.00E+00
8559000	0.00E+00
8559900	0.00E+00
8560800	0.00E+00
8561700	0.00E+00
8562600	0.00E+00
8563500	0.00E+00
8564400	0.00E+00
8565300	0.00E+00
8566200	0.00E+00
8567100	0.00E+00
8568000	0.00E+00
8568900	0.00E+00
8569800	0.00E+00
8570700	0.00E+00
8571600	0.00E+00
8572500	0.00E+00
8573400	0.00E+00
8574300	0.00E+00
8575200	0.00E+00
8576100	0.00E+00
8577000	0.00E+00
8577900	0.00E+00
8578800	0.00E+00
8579700	0.00E+00
8580600	0.00E+00
8581500	0.00E+00
8582400	0.00E+00
8583300	0.00E+00
8584200	0.00E+00
8585100	0.00E+00
8586000	0.00E+00
8586900	0.00E+00
8587800	0.00E+00
8588700	0.00E+00
8589600	0.00E+00
8590500	0.00E+00
8591400	0.00E+00
8592300	0.00E+00
8593200	0.00E+00
8594100	0.00E+00
8595000	0.00E+00
8595900	0.00E+00
8596800	0.00E+00
8597700	2.50E-06
8598600	5.40E-06
8599500	6.80E-06
8600400	6.80E-06
8601300	6.80E-06
8602200	6.80E-06
8603100	6.80E-06
8604000	6.80E-06
8604900	6.80E-06
8605800	6.80E-06
8606700	6.80E-06
8607600	6.80E-06
8608500	5.40E-06
8609400	2.50E-06
8610300	0.00E+00
8611200	0.00E+00
8612100	0.00E+00
8613000	0.00E+00
8613900	0.00E+00
8614800	2.50E-06
8615700	5.68E-05
8616600	5.82E-05
8617500	5.82E-05
8618400	5.82E-05
8619300	5.82E-05
8620200	5.68E-05
8621100	5.39E-05
8622000	5.11E-05
8622900	4.25E-05
8623800	3.68E-05
8624700	3.39E-05
8625600	3.11E-05
8626500	2.82E-05
8627400	2.54E-05
8628300	2.25E-05
8629200	1.97E-05
8630100	1.68E-05
8631000	1.40E-05
8631900	1.11E-05
8632800	8.20E-06
8633700	5.40E-06
8634600	2.50E-06
8635500	0.00E+00
8636400	0.00E+00
8637300	0.00E+00
8638200	0.00E+00
8639100	0.00E+00
8640000	0.00E+00
8640900	0.00E+00
8641800	0.00E+00
8642700	0.00E+00
8643600	0.00E+00
8644500	0.00E+00
8645400	0.00E+00
8646300	0.00E+00
8647200	0.00E+00
8648100	0.00E+00
8649000	0.00E+00
8649900	0.00E+00
8650800	0.00E+00
8651700	0.00E+00
8652600	0.00E+00
8653500	0.00E+00
8654400	0.00E+00
8655300	0.00E+00
8656200	0.00E+00
8657100	0.00E+00
8658000	0.00E+00
8658900	0.00E+00
8659800	0.00E+00
8660700	0.00E+00
8661600	0.00E+00
8662500	0.00E+00
8663400	0.00E+00
8664300	0.00E+00
8665200	0.00E+00
8666100	0.00E+00
8667000	0.00E+00
8667900	0.00E+00
8668800	0.00E+00
8669700	0.00E+00
8670600	0.00E+00
8671500	0.00E+00
8672400	0.00E+00
8673300	0.00E+00
8674200	0.00E+00
8675100	0.00E+00
8676000	0.00E+00
8676900	0.00E+00
8677800	0.00E+00
8678700	0.00E+00
8679600	0.00E+00
8680500	0.00E+00
8681400	0.00E+00
8682300	0.00E+00
8683200	0.00E+00
8684100	2.50E-06
8685000	5.40E-06
8685900	6.80E-06
8686800	6.80E-06
8687700	6.80E-06
8688600	6.80E-06
8689500	6.80E-06
8690400	6.80E-06
8691300	6.80E-06
8692200	6.80E-06
8693100	6.80E-06
8694000	6.80E-06
8694900	5.40E-06
8695800	2.50E-06
8696700	0.00E+00
8697600	0.00E+00
8698500	0.00E+00
8699400	0.00E+00
8700300	0.00E+00
8701200	2.50E-06
8702100	5.68E-05
8703000	5.82E-05
8703900	5.82E-05
8704800	5.82E-05
8705700	5.82E-05
8706600	5.68E-05
8707500	5.39E-05
8708400	5.11E-05
8709300	4.25E-05
8710200	3.68E-05
8711100	3.39E-05
8712000	3.11E-05
8712900	2.82E-05
8713800	2.54E-05
8714700	2.25E-05
8715600	1.97E-05
8716500	1.68E-05
8717400	1.40E-05
8718300	1.11E-05
8719200	8.20E-06
8720100	5.40E-06
8721000	2.50E-06
8721900	0.00E+00
8722800	0.00E+00
8723700	0.00E+00
8724600	0.00E+00
8725500	0.00E+00
8726400	0.00E+00
